[2026-05-21T16:47:28.540Z] Extension activated. Workspace: c:\demo-helper
[2026-05-21T16:51:53.658Z] applyHighlights: no active editor
[2026-05-21T16:51:54.174Z] applyHighlights: no active editor
[2026-05-21T16:51:54.687Z] applyHighlights: no active editor
[2026-05-21T16:51:55.200Z] applyHighlights: no active editor
[2026-05-21T16:51:55.720Z] applyHighlights: no active editor
[2026-05-21T16:51:56.234Z] applyHighlights: no active editor
[2026-05-21T16:51:56.731Z] applyHighlights: no active editor
[2026-05-21T16:51:57.279Z] applyHighlights: no active editor
[2026-05-21T16:51:57.782Z] applyHighlights: no active editor
[2026-05-21T16:51:58.286Z] applyHighlights: no active editor
[2026-05-21T16:51:58.797Z] applyHighlights: no active editor
[2026-05-21T16:51:59.311Z] applyHighlights: no active editor
[2026-05-21T16:51:59.816Z] applyHighlights: no active editor
[2026-05-21T16:52:00.331Z] applyHighlights: no active editor
[2026-05-21T16:52:00.829Z] applyHighlights: no active editor
[2026-05-21T16:52:01.328Z] applyHighlights: no active editor
[2026-05-21T16:52:01.843Z] applyHighlights: no active editor
[2026-05-21T16:52:02.359Z] applyHighlights: no active editor
[2026-05-21T16:52:02.859Z] applyHighlights: no active editor
[2026-05-21T16:52:03.360Z] applyHighlights: no active editor
[2026-05-21T16:52:03.872Z] applyHighlights: no active editor
[2026-05-21T16:52:04.374Z] applyHighlights: no active editor
[2026-05-21T16:52:04.872Z] applyHighlights: no active editor
[2026-05-21T16:52:05.379Z] applyHighlights: no active editor
[2026-05-21T16:52:05.890Z] applyHighlights: no active editor
[2026-05-21T16:52:06.390Z] applyHighlights: no active editor
[2026-05-21T16:52:06.892Z] applyHighlights: no active editor
[2026-05-21T16:52:07.395Z] applyHighlights: no active editor
[2026-05-21T16:52:07.898Z] applyHighlights: no active editor
[2026-05-21T16:52:08.395Z] applyHighlights: no active editor
[2026-05-21T16:52:08.901Z] applyHighlights: no active editor
[2026-05-21T16:52:09.402Z] applyHighlights: no active editor
[2026-05-21T16:52:09.916Z] applyHighlights: no active editor
[2026-05-21T16:52:10.429Z] applyHighlights: no active editor
[2026-05-21T16:52:10.934Z] applyHighlights: no active editor
[2026-05-21T16:52:11.433Z] applyHighlights: no active editor
[2026-05-21T16:52:11.937Z] applyHighlights: no active editor
[2026-05-21T16:52:12.438Z] applyHighlights: no active editor
[2026-05-21T16:52:12.939Z] applyHighlights: no active editor
[2026-05-21T16:52:13.438Z] applyHighlights: no active editor
[2026-05-21T16:52:13.941Z] applyHighlights: no active editor
[2026-05-21T16:52:14.445Z] applyHighlights: no active editor
[2026-05-21T16:52:14.958Z] applyHighlights: no active editor
[2026-05-21T16:52:15.466Z] applyHighlights: no active editor
[2026-05-21T16:52:15.977Z] applyHighlights: no active editor
[2026-05-21T16:52:16.481Z] applyHighlights: no active editor
[2026-05-21T16:52:16.997Z] applyHighlights: no active editor
[2026-05-21T16:52:17.500Z] applyHighlights: no active editor
[2026-05-21T16:52:18.015Z] applyHighlights: no active editor
[2026-05-21T16:52:18.519Z] applyHighlights: no active editor
[2026-05-21T16:52:19.020Z] applyHighlights: no active editor
[2026-05-21T16:52:19.522Z] applyHighlights: no active editor
[2026-05-21T16:52:20.031Z] applyHighlights: no active editor
[2026-05-21T16:52:20.537Z] applyHighlights: no active editor
[2026-05-21T16:52:21.038Z] applyHighlights: no active editor
[2026-05-21T16:52:21.540Z] applyHighlights: no active editor
[2026-05-21T16:52:22.056Z] applyHighlights: no active editor
[2026-05-21T16:52:22.569Z] applyHighlights: no active editor
[2026-05-21T16:52:23.070Z] applyHighlights: no active editor
[2026-05-21T16:52:23.578Z] applyHighlights: no active editor
[2026-05-21T16:52:24.083Z] applyHighlights: no active editor
[2026-05-21T16:52:24.587Z] applyHighlights: no active editor
[2026-05-21T16:52:25.101Z] applyHighlights: no active editor
[2026-05-21T16:52:25.616Z] applyHighlights: no active editor
[2026-05-21T16:52:26.119Z] applyHighlights: no active editor
[2026-05-21T16:52:26.621Z] applyHighlights: no active editor
[2026-05-21T16:52:27.123Z] applyHighlights: no active editor
[2026-05-21T16:52:27.624Z] applyHighlights: no active editor
[2026-05-21T16:52:28.127Z] applyHighlights: no active editor
[2026-05-21T16:52:28.631Z] applyHighlights: no active editor
[2026-05-21T16:52:29.145Z] applyHighlights: no active editor
[2026-05-21T16:52:29.652Z] applyHighlights: no active editor
[2026-05-21T16:52:30.269Z] applyHighlights: no active editor
[2026-05-21T16:52:30.761Z] applyHighlights: no active editor
[2026-05-21T16:52:31.264Z] applyHighlights: no active editor
[2026-05-21T16:52:31.765Z] applyHighlights: no active editor
[2026-05-21T16:52:32.278Z] applyHighlights: no active editor
[2026-05-21T16:52:32.780Z] applyHighlights: no active editor
[2026-05-21T16:52:33.280Z] applyHighlights: no active editor
[2026-05-21T16:52:33.787Z] applyHighlights: no active editor
[2026-05-21T16:52:34.302Z] applyHighlights: no active editor
[2026-05-21T16:52:34.817Z] applyHighlights: no active editor
[2026-05-21T16:52:35.333Z] applyHighlights: no active editor
[2026-05-21T16:52:35.847Z] applyHighlights: no active editor
[2026-05-21T16:52:36.345Z] applyHighlights: no active editor
[2026-05-21T16:52:36.859Z] applyHighlights: no active editor
[2026-05-21T16:52:37.362Z] applyHighlights: no active editor
[2026-05-21T16:52:37.876Z] applyHighlights: no active editor
[2026-05-21T16:52:38.390Z] applyHighlights: no active editor
[2026-05-21T16:52:38.890Z] applyHighlights: no active editor
[2026-05-21T16:52:39.508Z] applyHighlights: no active editor
[2026-05-21T16:52:40.022Z] applyHighlights: no active editor
[2026-05-21T16:52:40.525Z] applyHighlights: no active editor
[2026-05-21T16:52:41.040Z] applyHighlights: no active editor
[2026-05-21T16:52:41.556Z] applyHighlights: no active editor
[2026-05-21T16:52:42.056Z] applyHighlights: no active editor
[2026-05-21T16:52:42.559Z] applyHighlights: no active editor
[2026-05-21T16:52:43.062Z] applyHighlights: no active editor
[2026-05-21T16:52:43.560Z] applyHighlights: no active editor
[2026-05-21T16:52:44.060Z] applyHighlights: no active editor
[2026-05-21T16:52:44.561Z] applyHighlights: no active editor
[2026-05-21T16:52:45.067Z] applyHighlights: no active editor
[2026-05-21T16:52:45.569Z] applyHighlights: no active editor
[2026-05-21T16:52:46.077Z] applyHighlights: no active editor
[2026-05-21T16:52:46.590Z] applyHighlights: no active editor
[2026-05-21T16:52:47.094Z] applyHighlights: no active editor
[2026-05-21T16:52:47.613Z] applyHighlights: no active editor
[2026-05-21T16:52:48.123Z] applyHighlights: no active editor
[2026-05-21T16:52:48.639Z] applyHighlights: no active editor
[2026-05-21T16:52:49.138Z] applyHighlights: no active editor
[2026-05-21T16:52:49.643Z] applyHighlights: no active editor
[2026-05-21T16:52:50.146Z] applyHighlights: no active editor
[2026-05-21T16:52:50.644Z] applyHighlights: no active editor
[2026-05-21T16:52:51.148Z] applyHighlights: no active editor
[2026-05-21T16:52:51.649Z] applyHighlights: no active editor
[2026-05-21T16:52:52.148Z] applyHighlights: no active editor
[2026-05-21T16:52:52.647Z] applyHighlights: no active editor
[2026-05-21T16:52:53.157Z] applyHighlights: no active editor
[2026-05-21T16:52:53.661Z] applyHighlights: no active editor
[2026-05-21T16:52:54.167Z] applyHighlights: no active editor
[2026-05-21T16:52:54.668Z] applyHighlights: no active editor
[2026-05-21T16:52:55.184Z] applyHighlights: no active editor
[2026-05-21T16:52:55.686Z] applyHighlights: no active editor
[2026-05-21T16:52:56.186Z] applyHighlights: no active editor
[2026-05-21T16:52:56.688Z] applyHighlights: no active editor
[2026-05-21T16:52:57.189Z] applyHighlights: no active editor
[2026-05-21T16:52:57.703Z] applyHighlights: no active editor
[2026-05-21T16:52:58.209Z] applyHighlights: no active editor
[2026-05-21T16:52:58.719Z] applyHighlights: no active editor
[2026-05-21T16:52:59.219Z] applyHighlights: no active editor
[2026-05-21T16:52:59.722Z] applyHighlights: no active editor
[2026-05-21T16:53:00.225Z] applyHighlights: no active editor
[2026-05-21T16:53:00.722Z] applyHighlights: no active editor
[2026-05-21T16:53:01.236Z] applyHighlights: no active editor
[2026-05-21T16:53:01.734Z] applyHighlights: no active editor
[2026-05-21T16:53:02.247Z] applyHighlights: no active editor
[2026-05-21T16:53:02.748Z] applyHighlights: no active editor
[2026-05-21T16:53:03.251Z] applyHighlights: no active editor
[2026-05-21T16:53:03.751Z] applyHighlights: no active editor
[2026-05-21T16:53:04.254Z] applyHighlights: no active editor
[2026-05-21T16:53:04.769Z] applyHighlights: no active editor
[2026-05-21T16:53:05.269Z] applyHighlights: no active editor
[2026-05-21T16:53:05.783Z] applyHighlights: no active editor
[2026-05-21T16:53:06.283Z] applyHighlights: no active editor
[2026-05-21T16:53:06.786Z] applyHighlights: no active editor
[2026-05-21T16:53:07.286Z] applyHighlights: no active editor
[2026-05-21T16:53:07.791Z] applyHighlights: no active editor
[2026-05-21T16:53:08.306Z] applyHighlights: no active editor
[2026-05-21T16:53:08.810Z] applyHighlights: no active editor
[2026-05-21T16:53:09.324Z] applyHighlights: no active editor
[2026-05-21T16:53:09.835Z] applyHighlights: no active editor
[2026-05-21T16:53:10.339Z] applyHighlights: no active editor
[2026-05-21T16:53:10.838Z] applyHighlights: no active editor
[2026-05-21T16:53:11.351Z] applyHighlights: no active editor
[2026-05-21T16:53:11.850Z] applyHighlights: no active editor
[2026-05-21T16:53:12.352Z] applyHighlights: no active editor
[2026-05-21T16:53:12.853Z] applyHighlights: no active editor
[2026-05-21T16:53:13.366Z] applyHighlights: no active editor
[2026-05-21T16:53:13.880Z] applyHighlights: no active editor
[2026-05-21T16:53:14.383Z] applyHighlights: no active editor
[2026-05-21T16:53:14.900Z] applyHighlights: no active editor
[2026-05-21T16:53:15.400Z] applyHighlights: no active editor
[2026-05-21T16:53:15.903Z] applyHighlights: no active editor
[2026-05-21T16:53:16.415Z] applyHighlights: no active editor
[2026-05-21T16:53:16.916Z] applyHighlights: no active editor
[2026-05-21T16:53:17.418Z] applyHighlights: no active editor
[2026-05-21T16:53:17.921Z] applyHighlights: no active editor
[2026-05-21T16:53:18.423Z] applyHighlights: no active editor
[2026-05-21T16:53:18.935Z] applyHighlights: no active editor
[2026-05-21T16:53:19.440Z] applyHighlights: no active editor
[2026-05-21T16:53:19.955Z] applyHighlights: no active editor
[2026-05-21T16:53:20.460Z] applyHighlights: no active editor
[2026-05-21T16:53:20.960Z] applyHighlights: no active editor
[2026-05-21T16:53:21.474Z] applyHighlights: no active editor
[2026-05-21T16:53:21.976Z] applyHighlights: no active editor
[2026-05-21T16:53:22.479Z] applyHighlights: no active editor
[2026-05-21T16:53:22.991Z] applyHighlights: no active editor
[2026-05-21T16:53:23.504Z] applyHighlights: no active editor
[2026-05-21T16:53:24.049Z] applyHighlights: no active editor
[2026-05-21T16:53:24.550Z] applyHighlights: no active editor
[2026-05-21T16:53:25.068Z] applyHighlights: no active editor
[2026-05-21T16:53:25.579Z] applyHighlights: no active editor
[2026-05-21T16:53:26.094Z] applyHighlights: no active editor
[2026-05-21T16:53:26.593Z] applyHighlights: no active editor
[2026-05-21T16:53:27.101Z] applyHighlights: no active editor
[2026-05-21T16:53:27.608Z] applyHighlights: no active editor
[2026-05-21T16:53:28.108Z] applyHighlights: no active editor
[2026-05-21T16:53:28.622Z] applyHighlights: no active editor
[2026-05-21T16:53:29.126Z] applyHighlights: no active editor
[2026-05-21T16:53:29.630Z] applyHighlights: no active editor
[2026-05-21T16:53:30.131Z] applyHighlights: no active editor
[2026-05-21T16:53:30.640Z] applyHighlights: no active editor
[2026-05-21T16:53:31.151Z] applyHighlights: no active editor
[2026-05-21T16:53:31.645Z] applyHighlights: no active editor
[2026-05-21T16:53:32.152Z] applyHighlights: no active editor
[2026-05-21T16:53:32.671Z] applyHighlights: no active editor
[2026-05-21T16:53:33.182Z] applyHighlights: no active editor
[2026-05-21T16:53:33.684Z] applyHighlights: no active editor
[2026-05-21T16:53:34.185Z] applyHighlights: no active editor
[2026-05-21T16:53:34.684Z] applyHighlights: no active editor
[2026-05-21T16:53:35.186Z] applyHighlights: no active editor
[2026-05-21T16:53:35.704Z] applyHighlights: no active editor
[2026-05-21T16:53:36.219Z] applyHighlights: no active editor
[2026-05-21T16:53:36.734Z] applyHighlights: no active editor
[2026-05-21T16:53:37.236Z] applyHighlights: no active editor
[2026-05-21T16:53:37.751Z] applyHighlights: no active editor
[2026-05-21T16:53:38.253Z] applyHighlights: no active editor
[2026-05-21T16:53:38.764Z] applyHighlights: no active editor
[2026-05-21T16:53:39.278Z] applyHighlights: no active editor
[2026-05-21T16:53:39.777Z] applyHighlights: no active editor
[2026-05-21T16:53:40.293Z] applyHighlights: no active editor
[2026-05-21T16:53:40.807Z] applyHighlights: no active editor
[2026-05-21T16:53:41.309Z] applyHighlights: no active editor
[2026-05-21T16:53:41.811Z] applyHighlights: no active editor
[2026-05-21T16:53:42.313Z] applyHighlights: no active editor
[2026-05-21T16:53:42.812Z] applyHighlights: no active editor
[2026-05-21T16:53:43.319Z] applyHighlights: no active editor
[2026-05-21T16:53:43.832Z] applyHighlights: no active editor
[2026-05-21T16:53:44.337Z] applyHighlights: no active editor
[2026-05-21T16:53:44.851Z] applyHighlights: no active editor
[2026-05-21T16:53:45.353Z] applyHighlights: no active editor
[2026-05-21T16:53:45.869Z] applyHighlights: no active editor
[2026-05-21T16:53:46.382Z] applyHighlights: no active editor
[2026-05-21T16:53:46.884Z] applyHighlights: no active editor
[2026-05-21T16:53:47.480Z] applyHighlights: no active editor
[2026-05-21T16:53:47.982Z] applyHighlights: no active editor
[2026-05-21T16:53:48.484Z] applyHighlights: no active editor
[2026-05-21T16:53:49.002Z] applyHighlights: no active editor
[2026-05-21T16:53:49.506Z] applyHighlights: no active editor
[2026-05-21T16:53:50.017Z] applyHighlights: no active editor
[2026-05-21T16:53:50.520Z] applyHighlights: no active editor
[2026-05-21T16:53:51.020Z] applyHighlights: no active editor
[2026-05-21T16:53:51.525Z] applyHighlights: no active editor
[2026-05-21T16:53:52.040Z] applyHighlights: no active editor
[2026-05-21T16:53:52.540Z] applyHighlights: no active editor
[2026-05-21T16:53:53.040Z] applyHighlights: no active editor
[2026-05-21T16:53:53.545Z] applyHighlights: no active editor
[2026-05-21T16:53:54.059Z] applyHighlights: no active editor
[2026-05-21T16:53:54.561Z] applyHighlights: no active editor
[2026-05-21T16:53:55.073Z] applyHighlights: no active editor
[2026-05-21T16:53:55.579Z] applyHighlights: no active editor
[2026-05-21T16:53:56.086Z] applyHighlights: no active editor
[2026-05-21T16:53:56.601Z] applyHighlights: no active editor
[2026-05-21T16:53:57.098Z] applyHighlights: no active editor
[2026-05-21T16:53:57.601Z] applyHighlights: no active editor
[2026-05-21T16:53:58.104Z] applyHighlights: no active editor
[2026-05-21T16:53:58.608Z] applyHighlights: no active editor
[2026-05-21T16:53:59.121Z] applyHighlights: no active editor
[2026-05-21T16:53:59.626Z] applyHighlights: no active editor
[2026-05-21T16:54:00.140Z] applyHighlights: no active editor
[2026-05-21T16:54:00.654Z] applyHighlights: no active editor
[2026-05-21T16:54:01.170Z] applyHighlights: no active editor
[2026-05-21T16:54:01.670Z] applyHighlights: no active editor
[2026-05-21T16:54:02.172Z] applyHighlights: no active editor
[2026-05-21T16:54:02.687Z] applyHighlights: no active editor
[2026-05-21T16:54:03.198Z] applyHighlights: no active editor
[2026-05-21T16:54:03.704Z] applyHighlights: no active editor
[2026-05-21T16:54:04.218Z] applyHighlights: no active editor
[2026-05-21T16:54:04.717Z] applyHighlights: no active editor
[2026-05-21T16:54:05.221Z] applyHighlights: no active editor
[2026-05-21T16:54:05.735Z] applyHighlights: no active editor
[2026-05-21T16:54:06.237Z] applyHighlights: no active editor
[2026-05-21T16:54:06.751Z] applyHighlights: no active editor
[2026-05-21T16:54:07.254Z] applyHighlights: no active editor
[2026-05-21T16:54:07.752Z] applyHighlights: no active editor
[2026-05-21T16:54:08.263Z] applyHighlights: no active editor
[2026-05-21T16:54:08.764Z] applyHighlights: no active editor
[2026-05-21T16:54:09.278Z] applyHighlights: no active editor
[2026-05-21T16:54:09.785Z] applyHighlights: no active editor
[2026-05-21T16:54:10.296Z] applyHighlights: no active editor
[2026-05-21T16:54:10.798Z] applyHighlights: no active editor
[2026-05-21T16:54:11.299Z] applyHighlights: no active editor
[2026-05-21T16:54:11.820Z] applyHighlights: no active editor
[2026-05-21T16:54:12.334Z] applyHighlights: no active editor
[2026-05-21T16:54:12.845Z] applyHighlights: no active editor
[2026-05-21T16:54:13.344Z] applyHighlights: no active editor
[2026-05-21T16:54:13.860Z] applyHighlights: no active editor
[2026-05-21T16:54:14.373Z] applyHighlights: no active editor
[2026-05-21T16:54:14.885Z] applyHighlights: no active editor
[2026-05-21T16:54:15.402Z] applyHighlights: no active editor
[2026-05-21T16:54:15.902Z] applyHighlights: no active editor
[2026-05-21T16:54:16.415Z] applyHighlights: no active editor
[2026-05-21T16:54:16.918Z] applyHighlights: no active editor
[2026-05-21T16:54:17.420Z] applyHighlights: no active editor
[2026-05-21T16:54:17.930Z] applyHighlights: no active editor
[2026-05-21T16:54:18.436Z] applyHighlights: no active editor
[2026-05-21T16:54:18.938Z] applyHighlights: no active editor
[2026-05-21T16:54:19.437Z] applyHighlights: no active editor
[2026-05-21T16:54:19.943Z] applyHighlights: no active editor
[2026-05-21T16:54:20.576Z] applyHighlights: no active editor
[2026-05-21T16:54:21.055Z] applyHighlights: no active editor
[2026-05-21T16:54:21.571Z] applyHighlights: no active editor
[2026-05-21T16:54:22.071Z] applyHighlights: no active editor
[2026-05-21T16:54:22.587Z] applyHighlights: no active editor
[2026-05-21T16:54:23.089Z] applyHighlights: no active editor
[2026-05-21T16:54:23.592Z] applyHighlights: no active editor
[2026-05-21T16:54:24.107Z] applyHighlights: no active editor
[2026-05-21T16:54:24.606Z] applyHighlights: no active editor
[2026-05-21T16:54:25.121Z] applyHighlights: no active editor
[2026-05-21T16:54:25.621Z] applyHighlights: no active editor
[2026-05-21T16:54:26.123Z] applyHighlights: no active editor
[2026-05-21T16:54:26.627Z] applyHighlights: no active editor
[2026-05-21T16:54:27.134Z] applyHighlights: no active editor
[2026-05-21T16:54:27.635Z] applyHighlights: no active editor
[2026-05-21T16:54:28.136Z] applyHighlights: no active editor
[2026-05-21T16:54:28.653Z] applyHighlights: no active editor
[2026-05-21T16:54:29.154Z] applyHighlights: no active editor
[2026-05-21T16:54:29.674Z] applyHighlights: no active editor
[2026-05-21T16:54:30.184Z] applyHighlights: no active editor
[2026-05-21T16:54:30.685Z] applyHighlights: no active editor
[2026-05-21T16:54:31.198Z] applyHighlights: no active editor
[2026-05-21T16:54:31.726Z] applyHighlights: no active editor
[2026-05-21T16:54:32.231Z] applyHighlights: no active editor
[2026-05-21T16:54:32.743Z] applyHighlights: no active editor
[2026-05-21T16:54:33.257Z] applyHighlights: no active editor
[2026-05-21T16:54:33.771Z] applyHighlights: no active editor
[2026-05-21T16:54:34.274Z] applyHighlights: no active editor
[2026-05-21T16:54:34.787Z] applyHighlights: no active editor
[2026-05-21T16:54:35.303Z] applyHighlights: no active editor
[2026-05-21T16:54:35.805Z] applyHighlights: no active editor
[2026-05-21T16:54:36.317Z] applyHighlights: no active editor
[2026-05-21T16:54:36.828Z] applyHighlights: no active editor
[2026-05-21T16:54:37.345Z] applyHighlights: no active editor
[2026-05-21T16:54:37.859Z] applyHighlights: no active editor
[2026-05-21T16:54:38.361Z] applyHighlights: no active editor
[2026-05-21T16:54:38.864Z] applyHighlights: no active editor
[2026-05-21T16:54:39.365Z] applyHighlights: no active editor
[2026-05-21T16:54:39.869Z] applyHighlights: no active editor
[2026-05-21T16:54:40.372Z] applyHighlights: no active editor
[2026-05-21T16:54:40.886Z] applyHighlights: no active editor
[2026-05-21T16:54:41.400Z] applyHighlights: no active editor
[2026-05-21T16:54:41.903Z] applyHighlights: no active editor
[2026-05-21T16:54:42.414Z] applyHighlights: no active editor
[2026-05-21T16:54:42.929Z] applyHighlights: no active editor
[2026-05-21T16:54:43.442Z] applyHighlights: no active editor
[2026-05-21T16:54:43.958Z] applyHighlights: no active editor
[2026-05-21T16:54:44.462Z] applyHighlights: no active editor
[2026-05-21T16:54:44.960Z] applyHighlights: no active editor
[2026-05-21T16:54:45.472Z] applyHighlights: no active editor
[2026-05-21T16:54:45.974Z] applyHighlights: no active editor
[2026-05-21T16:54:46.474Z] applyHighlights: no active editor
[2026-05-21T16:54:46.978Z] applyHighlights: no active editor
[2026-05-21T16:54:47.478Z] applyHighlights: no active editor
[2026-05-21T16:54:47.984Z] applyHighlights: no active editor
[2026-05-21T16:54:48.486Z] applyHighlights: no active editor
[2026-05-21T16:54:49.003Z] applyHighlights: no active editor
[2026-05-21T16:54:49.516Z] applyHighlights: no active editor
[2026-05-21T16:54:50.028Z] applyHighlights: no active editor
[2026-05-21T16:54:50.544Z] applyHighlights: no active editor
[2026-05-21T16:54:51.058Z] applyHighlights: no active editor
[2026-05-21T16:54:51.560Z] applyHighlights: no active editor
[2026-05-21T16:54:52.060Z] applyHighlights: no active editor
[2026-05-21T16:54:52.562Z] applyHighlights: no active editor
[2026-05-21T16:54:53.067Z] applyHighlights: no active editor
[2026-05-21T16:54:53.565Z] applyHighlights: no active editor
[2026-05-21T16:54:54.081Z] applyHighlights: no active editor
[2026-05-21T16:54:54.581Z] applyHighlights: no active editor
[2026-05-21T16:54:55.082Z] applyHighlights: no active editor
[2026-05-21T16:54:55.597Z] applyHighlights: no active editor
[2026-05-21T16:54:56.111Z] applyHighlights: no active editor
[2026-05-21T16:54:56.618Z] applyHighlights: no active editor
[2026-05-21T16:54:57.127Z] applyHighlights: no active editor
[2026-05-21T16:54:57.633Z] applyHighlights: no active editor
[2026-05-21T16:54:58.136Z] applyHighlights: no active editor
[2026-05-21T16:54:58.648Z] applyHighlights: no active editor
[2026-05-21T16:54:59.161Z] applyHighlights: no active editor
[2026-05-21T16:54:59.664Z] applyHighlights: no active editor
[2026-05-21T16:55:00.163Z] applyHighlights: no active editor
[2026-05-21T16:55:00.663Z] applyHighlights: no active editor
[2026-05-21T16:55:01.178Z] applyHighlights: no active editor
[2026-05-21T16:55:01.679Z] applyHighlights: no active editor
[2026-05-21T16:55:02.181Z] applyHighlights: no active editor
[2026-05-21T16:55:02.689Z] applyHighlights: no active editor
[2026-05-21T16:55:03.201Z] applyHighlights: no active editor
[2026-05-21T16:55:03.704Z] applyHighlights: no active editor
[2026-05-21T16:55:04.205Z] applyHighlights: no active editor
[2026-05-21T16:55:04.709Z] applyHighlights: no active editor
[2026-05-21T16:55:05.207Z] applyHighlights: no active editor
[2026-05-21T16:55:05.710Z] applyHighlights: no active editor
[2026-05-21T16:55:06.208Z] applyHighlights: no active editor
[2026-05-21T16:55:06.722Z] applyHighlights: no active editor
[2026-05-21T16:55:07.235Z] applyHighlights: no active editor
[2026-05-21T16:55:07.739Z] applyHighlights: no active editor
[2026-05-21T16:55:08.287Z] applyHighlights: no active editor
[2026-05-21T16:55:08.793Z] applyHighlights: no active editor
[2026-05-21T16:55:09.305Z] applyHighlights: no active editor
[2026-05-21T16:55:09.806Z] applyHighlights: no active editor
[2026-05-21T16:55:10.321Z] applyHighlights: no active editor
[2026-05-21T16:55:10.835Z] applyHighlights: no active editor
[2026-05-21T16:55:11.352Z] applyHighlights: no active editor
[2026-05-21T16:55:11.850Z] applyHighlights: no active editor
[2026-05-21T16:55:12.367Z] applyHighlights: no active editor
[2026-05-21T16:55:12.865Z] applyHighlights: no active editor
[2026-05-21T16:55:13.379Z] applyHighlights: no active editor
[2026-05-21T16:55:13.893Z] applyHighlights: no active editor
[2026-05-21T16:55:14.402Z] applyHighlights: no active editor
[2026-05-21T16:55:14.898Z] applyHighlights: no active editor
[2026-05-21T16:55:15.473Z] applyHighlights: no active editor
[2026-05-21T16:55:15.986Z] applyHighlights: no active editor
[2026-05-21T16:55:16.501Z] applyHighlights: no active editor
[2026-05-21T16:55:17.017Z] applyHighlights: no active editor
[2026-05-21T16:55:17.533Z] applyHighlights: no active editor
[2026-05-21T16:55:18.044Z] applyHighlights: no active editor
[2026-05-21T16:55:18.562Z] applyHighlights: no active editor
[2026-05-21T16:55:19.078Z] applyHighlights: no active editor
[2026-05-21T16:55:19.591Z] applyHighlights: no active editor
[2026-05-21T16:55:20.107Z] applyHighlights: no active editor
[2026-05-21T16:55:20.622Z] applyHighlights: no active editor
[2026-05-21T16:55:21.127Z] applyHighlights: no active editor
[2026-05-21T16:55:21.636Z] applyHighlights: no active editor
[2026-05-21T16:55:22.148Z] applyHighlights: no active editor
[2026-05-21T16:55:22.664Z] applyHighlights: no active editor
[2026-05-21T16:55:23.177Z] applyHighlights: no active editor
[2026-05-21T16:55:23.678Z] applyHighlights: no active editor
[2026-05-21T16:55:24.181Z] applyHighlights: no active editor
[2026-05-21T16:55:24.768Z] applyHighlights: no active editor
[2026-05-21T16:55:25.274Z] applyHighlights: no active editor
[2026-05-21T16:55:25.777Z] applyHighlights: no active editor
[2026-05-21T16:55:26.274Z] applyHighlights: no active editor
[2026-05-21T16:55:26.789Z] applyHighlights: no active editor
[2026-05-21T16:55:27.301Z] applyHighlights: no active editor
[2026-05-21T16:55:27.803Z] applyHighlights: no active editor
[2026-05-21T16:55:28.318Z] applyHighlights: no active editor
[2026-05-21T16:55:28.820Z] applyHighlights: no active editor
[2026-05-21T16:55:29.334Z] applyHighlights: no active editor
[2026-05-21T16:55:29.837Z] applyHighlights: no active editor
[2026-05-21T16:55:30.336Z] applyHighlights: no active editor
[2026-05-21T16:55:30.839Z] applyHighlights: no active editor
[2026-05-21T16:55:31.340Z] applyHighlights: no active editor
[2026-05-21T16:55:31.913Z] applyHighlights: no active editor
[2026-05-21T16:55:32.420Z] applyHighlights: no active editor
[2026-05-21T16:55:32.931Z] applyHighlights: no active editor
[2026-05-21T16:55:33.436Z] applyHighlights: no active editor
[2026-05-21T16:55:33.934Z] applyHighlights: no active editor
[2026-05-21T16:55:34.452Z] applyHighlights: no active editor
[2026-05-21T16:55:34.963Z] applyHighlights: no active editor
[2026-05-21T16:55:35.475Z] applyHighlights: no active editor
[2026-05-21T16:55:35.991Z] applyHighlights: no active editor
[2026-05-21T16:55:36.494Z] applyHighlights: no active editor
[2026-05-21T16:55:37.008Z] applyHighlights: no active editor
[2026-05-21T16:55:37.511Z] applyHighlights: no active editor
[2026-05-21T16:55:38.025Z] applyHighlights: no active editor
[2026-05-21T16:55:38.539Z] applyHighlights: no active editor
[2026-05-21T16:55:39.039Z] applyHighlights: no active editor
[2026-05-21T16:55:39.554Z] applyHighlights: no active editor
[2026-05-21T16:55:40.071Z] applyHighlights: no active editor
[2026-05-21T16:55:40.570Z] applyHighlights: no active editor
[2026-05-21T16:55:41.085Z] applyHighlights: no active editor
[2026-05-21T16:55:41.594Z] applyHighlights: no active editor
[2026-05-21T16:55:42.107Z] applyHighlights: no active editor
[2026-05-21T16:55:42.612Z] applyHighlights: no active editor
[2026-05-21T16:55:43.115Z] applyHighlights: no active editor
[2026-05-21T16:55:43.626Z] applyHighlights: no active editor
[2026-05-21T16:55:44.127Z] applyHighlights: no active editor
[2026-05-21T16:55:44.629Z] applyHighlights: no active editor
[2026-05-21T16:55:45.147Z] applyHighlights: no active editor
[2026-05-21T16:55:45.647Z] applyHighlights: no active editor
[2026-05-21T16:55:46.148Z] applyHighlights: no active editor
[2026-05-21T16:55:46.650Z] applyHighlights: no active editor
[2026-05-21T16:55:47.173Z] applyHighlights: no active editor
[2026-05-21T16:55:47.678Z] applyHighlights: no active editor
[2026-05-21T16:55:48.184Z] applyHighlights: no active editor
[2026-05-21T16:55:48.688Z] applyHighlights: no active editor
[2026-05-21T16:55:49.195Z] applyHighlights: no active editor
[2026-05-21T16:55:49.708Z] applyHighlights: no active editor
